split,threat_type,event_text
train,malware,Double extension dropper photo.jpg.scr classified as generic malware
train,malware,Dangerous attachment ticket.pdf.bat launched malware with registry persistence
train,malware,Generic malware double extension virus.exe plus DLL injection on PC-LAB-NET-14 [ts=2026-02-14T03:28Z user=finance]
train,malware,Suspicious process malware launched a reverse shell C2 beacon from 172.16.8.90 [ts=2026-08-22T22:55Z source=Auth]
train,malware,PowerShell -enc base64 malware payload with registry persistence [device=DESKTOP-988C9GL confidence=high]
train,malware,Lure attachment decrypt_instructions.html classified as malware after executable download [confidence=critical source=Laptop Mail Guard]
train,malware,Executable download of suspicious malware with registry persistence on DESKTOP-SBJAOKO [user=warden device=VM-STUDENT-09]
train,malware,PowerShell -enc base64 payload launched reverse shell to C2 beacon [evt=804444 source=Endpoint]
train,malware,Generic malware double extension dropper photo.jpg.scr with DLL injection [evt=800447 proto=SMTP]
train,malware,Suspicious process malware and C2 beacon from 192.168.1.24
train,malware,Lure filename on dangerous attachment payroll-2026.xls.exe classified as malware [evt=107799 confidence=critical]
train,malware,Malware dropper winlogon.dll.bak used DLL injection and registry persistence on VM-PROJECT-03 [evt=394301 user=principal]
train,malware,Reverse shell malware: PowerShell -enc base64 payload to a C2 beacon
train,malware,Suspicious malware executable download then C2 beacon from 172.16.8.90 [user=nurse ts=2026-01-13T15:02Z]
train,malware,Double extension dropper offer-letter.docx.exe classified as generic malware [source=DNS device=KIOSK-FRONT-2]
train,malware,Dangerous attachment virus.exe launched malware with registry persistence
train,malware,Generic malware double extension readme_for_decrypt.txt plus DLL injection on VM-SOC-LAB-11
train,malware,Suspicious process malware launched a reverse shell C2 beacon from 10.10.10.44
train,malware,PowerShell -enc base64 malware payload with registry persistence [user=cashier ts=2026-08-22T07:35Z]
train,malware,Lure attachment usb_autorun.inf classified as malware after executable download [evt=256338 user=hr]
train,malware,Executable download of suspicious malware with registry persistence on LAB-PC-23 [device=NURSE-STATION-2 source=Laptop File Guard]
train,malware,PowerShell -enc base64 payload launched reverse shell to C2 beacon [user=finance device=LAB-PC-22]
train,malware,Generic malware double extension dropper salary-review.doc.exe with DLL injection [device=WS-FINANCE-12 ts=2026-02-26T18:14Z]
train,malware,Suspicious process malware and C2 beacon from 10.87.54.31
train,malware,Lure filename on dangerous attachment exam-results.xlsm classified as malware [source=DNS confidence=high]
train,malware,Malware dropper invoice.pdf.exe used DLL injection and registry persistence on WS-EXAM-CELL
train,malware,Reverse shell malware: PowerShell -enc base64 payload to a C2 beacon [sensor=mail evt=941870]
train,malware,Suspicious malware executable download then C2 beacon from 10.87.54.196
train,malware,Double extension dropper photo.jpg.scr classified as generic malware [proto=SMTP sensor=mail]
train,malware,Dangerous attachment invoice.pdf.exe launched malware with registry persistence [source=Endpoint device=VM-SOC-LAB-11]
train,malware,Generic malware double extension exam-results.xlsm plus DLL injection on MAIL-GW-1
train,malware,Suspicious process malware launched a reverse shell C2 beacon from 10.87.54.144 [ts=2026-02-22T08:15Z source=Remote Agent]
train,malware,PowerShell -enc base64 malware payload with registry persistence
train,malware,Lure attachment report.xlsm classified as malware after executable download
train,malware,Executable download of suspicious malware with registry persistence on LAB-PC-88 [ts=2026-05-28T10:56Z confidence=high]
train,malware,PowerShell -enc base64 payload launched reverse shell to C2 beacon
train,malware,Generic malware double extension dropper report.xlsm with DLL injection
train,malware,Suspicious process malware and C2 beacon from 192.168.43.12
train,malware,Lure filename on dangerous attachment winlogon.dll.bak classified as malware
train,malware,Malware dropper photo.jpg.scr used DLL injection and registry persistence on DESKTOP-SBJAOKO [sensor=dns ts=2026-01-22T04:43Z]
train,malware,Reverse shell malware: PowerShell -enc base64 payload to a C2 beacon [evt=681467 confidence=critical]
train,malware,Suspicious malware executable download then C2 beacon from 10.0.0.8
train,malware,Double extension dropper resume.docx.exe classified as generic malware
train,malware,Dangerous attachment resume.docx.exe launched malware with registry persistence [sensor=ids evt=579389]
train,malware,Generic malware double extension winlogon.dll.bak plus DLL injection on NURSE-STATION-2 [device=HOSTEL-PC-18 evt=739638]
train,malware,Suspicious process malware launched a reverse shell C2 beacon from 10.87.54.202 [device=PC-LAB-NET-14 source=Network IDS]
train,malware,PowerShell -enc base64 malware payload with registry persistence
train,malware,Lure attachment fee-receipt.pdf.js classified as malware after executable download [ts=2026-04-28T14:41Z proto=SMTP]
train,malware,Executable download of suspicious malware with registry persistence on WS-EXAM-CELL [confidence=critical ts=2026-02-25T23:40Z]
train,malware,PowerShell -enc base64 payload launched reverse shell to C2 beacon [sensor=mail confidence=medium]
train,malware,Generic malware double extension dropper photo.jpg.scr with DLL injection [device=VM-PROJECT-03 user=admin]
train,malware,Suspicious process malware and C2 beacon from 172.16.8.90 [sensor=mail evt=974468]
train,malware,Lure filename on dangerous attachment offer-letter.docx.exe classified as malware [device=WS-FINANCE-12 evt=528264]
train,malware,Malware dropper readme_for_decrypt.txt used DLL injection and registry persistence on VM-PROJECT-03 [source=DNS proto=RDP]
train,malware,Reverse shell malware: PowerShell -enc base64 payload to a C2 beacon [evt=695451 user=finance]
train,malware,Suspicious malware executable download then C2 beacon from 8.8.8.8
train,malware,Double extension dropper benefits-form.pdf.js classified as generic malware [source=USB evt=181780]
train,malware,Dangerous attachment photo.jpg.scr launched malware with registry persistence
train,malware,Generic malware double extension invoice.pdf.exe plus DLL injection on SRV-AD-01 [proto=SMTP source=Firewall]
train,malware,Suspicious process malware launched a reverse shell C2 beacon from 10.87.54.31
train,malware,PowerShell -enc base64 malware payload with registry persistence [user=registrar proto=FILE]
train,malware,Lure attachment offer-letter.docx.exe classified as malware after executable download [evt=192492 sensor=agent]
train,malware,Executable download of suspicious malware with registry persistence on PC-RECEPTION-01 [sensor=siem ts=2026-02-19T02:02Z]
train,malware,PowerShell -enc base64 payload launched reverse shell to C2 beacon
train,malware,Generic malware double extension dropper usb_autorun.inf with DLL injection [proto=UDP device=WS-FINANCE-12]
train,malware,Suspicious process malware and C2 beacon from 10.0.0.8
train,malware,Lure filename on dangerous attachment decrypt_instructions.html classified as malware [sensor=usb confidence=medium]
train,malware,Malware dropper camera_backup.zip.exe used DLL injection and registry persistence on DESKTOP-988C9GL [source=Email confidence=high]
train,malware,Reverse shell malware: PowerShell -enc base64 payload to a C2 beacon [user=demo evt=676060]
train,malware,Suspicious malware executable download then C2 beacon from 192.168.43.12 [confidence=critical evt=417926]
train,malware,Double extension dropper exam-results.xlsm classified as generic malware [user=labtech source=Proxy]
train,malware,Dangerous attachment kv_receipt.pdf.scr launched malware with registry persistence [confidence=critical device=LAPTOP-FACULTY-2]
train,malware,Generic malware double extension salary-review.doc.exe plus DLL injection on DESKTOP-SBJAOKO [proto=FILE confidence=medium]
train,malware,Suspicious process malware launched a reverse shell C2 beacon from 203.0.113.77
train,malware,PowerShell -enc base64 malware payload with registry persistence [user=finance evt=792251]
train,malware,Lure attachment kv_receipt.pdf.scr classified as malware after executable download [ts=2026-04-23T12:21Z evt=318525]
train,malware,Executable download of suspicious malware with registry persistence on MAIL-GW-1
train,malware,PowerShell -enc base64 payload launched reverse shell to C2 beacon [ts=2026-06-27T11:24Z proto=UDP]
train,malware,Generic malware double extension dropper offer-letter.docx.exe with DLL injection
train,malware,Suspicious process malware and C2 beacon from 10.87.54.124 [evt=809957 sensor=sysmon]
train,malware,Lure filename on dangerous attachment salary-review.doc.exe classified as malware [ts=2026-08-22T08:48Z device=WS-FINANCE-12]
train,malware,Malware dropper readme_for_decrypt.txt used DLL injection and registry persistence on PC-RECEPTION-01
train,malware,Reverse shell malware: PowerShell -enc base64 payload to a C2 beacon
train,malware,Suspicious malware executable download then C2 beacon from 10.87.54.151
train,malware,Double extension dropper usb_autorun.inf classified as generic malware [sensor=proxy confidence=critical]
train,malware,Dangerous attachment decrypt_instructions.html launched malware with registry persistence [user=akash confidence=medium]
train,malware,Generic malware double extension report.xlsm plus DLL injection on MAIL-GW-1 [ts=2026-01-18T03:54Z device=LAB-PC-30]
train,malware,Suspicious process malware launched a reverse shell C2 beacon from 172.16.8.90 [proto=HTTPS sensor=firewall]
train,malware,PowerShell -enc base64 malware payload with registry persistence [confidence=critical evt=585867]
train,malware,Lure attachment usb_autorun.inf classified as malware after executable download [confidence=high evt=471240]
train,malware,Executable download of suspicious malware with registry persistence on HOSTEL-PC-18 [source=Email proto=SMTP]
train,malware,PowerShell -enc base64 payload launched reverse shell to C2 beacon [proto=SMTP device=PC-LAB-NET-14]
test,malware,Malware dropper decrypt_instructions.html used DLL injection and registry persistence
test,malware,Reverse shell malware with PowerShell -enc base64 payload to C2 beacon [confidence=medium device=LAPTOP-HOD-CSE]
test,malware,Malware dropper payroll-2026.xls.exe used DLL injection and registry persistence
test,malware,Reverse shell malware with PowerShell -enc base64 payload to C2 beacon [confidence=critical user=warden]
test,malware,Malware dropper payroll-2026.xls.exe used DLL injection and registry persistence [evt=287619 user=srinu]
test,malware,Reverse shell malware with PowerShell -enc base64 payload to C2 beacon
test,malware,Malware dropper salary-review.doc.exe used DLL injection and registry persistence
test,malware,Reverse shell malware with PowerShell -enc base64 payload to C2 beacon [sensor=proxy confidence=critical]
test,malware,Malware dropper kv_receipt.pdf.scr used DLL injection and registry persistence [source=SIEM sensor=dns]
test,malware,Reverse shell malware with PowerShell -enc base64 payload to C2 beacon [source=Firewall user=helpdesk]
train,virus,File infector virus Win32/Expiro detected sha256:c134bc5eb2aaf3f3ef45d46976661c6cdb048eed0a3df3976a7d6f603c5fac68 [sensor=edr ts=2026-04-17T21:18Z]
train,virus,Polymorphic virus family Generic.Virus with SHA-256 hash in quarantine report [proto=FILE device=LAB-PC-87]
train,virus,USB stick on second laptop WS-FINANCE-12 (10.87.54.9) has virus in offer-letter.docx.exe on removable drive [device=PC-RECEPTION-01 evt=965968]
train,virus,AV quarantine: virus keyword file infector attached to host program virus.exe [proto=FILE evt=914126]
train,virus,Win32/Expiro file infector virus spreading through shared folder on LAPTOP-HOD-CSE [confidence=critical evt=646794]
train,virus,Generic.Virus sample sha256:891d11f0469fe72f5c8c7006e53232b57375f412a5f7784d54e0424566e45b25 detected by endpoint scanner [user=finance confidence=high]
train,virus,Virus scan on VM-PROJECT-03: Win32/Expiro infected readme_for_decrypt.txt and the SHA-256 hash matched [user=demo evt=718274]
train,virus,Removable drive virus: file infector copied invoice.pdf.exe onto KIOSK-FRONT-2 from USB [confidence=high evt=120494]
train,virus,Quarantine event: polymorphic virus Generic.Virus sha256:cc0b5c4419207b1ee5db137c747900ce2f8ee64ab151ca80289552dd82868842 on 172.16.8.90 [ts=2026-05-25T01:33Z evt=745058]
train,virus,Laptop File Guard: virus.exe file infector Win32/Expiro on LAB-PC-78
train,virus,Second-PC USB virus: photo.jpg.scr reported as Generic.Virus with SHA-256 hash
train,virus,Shared folder virus outbreak: Expiro file infector spreading from LAB-PC-72
train,virus,"USB File Guard: virus keyword in photo.jpg.scr on VM-STUDENT-09, SHA-256 337ddb4a2453b13c7cc7e5a04ee063f1717acac306e11218d3dec7526d1dbb32 [user=cashier ts=2026-01-28T04:08Z]"
train,virus,Polymorphic virus Win32/Expiro attached itself to update.msi then spread on 10.87.54.218 [ts=2026-01-11T02:31Z sensor=firewall]
train,virus,Quarantine: Generic.Virus file infector found during a full scan of VM-SOC-LAB-11
train,virus,Live agent virus report: usb_autorun.inf on second laptop matched Expiro SHA-256 hash [source=Windows Event Log confidence=critical]
train,virus,File infector virus Win32/Expiro detected sha256:6b999eafd97184e4fda4aa775de7a3347d3fd2922eb2ff35012b6f44887a5f9e [user=faculty confidence=critical]
train,virus,Polymorphic virus family Generic.Virus with SHA-256 hash in quarantine report
train,virus,USB stick on second laptop NURSE-STATION-2 (172.16.8.90) has virus in photo.jpg.scr on removable drive [device=WS-EXAM-CELL proto=FILE]
train,virus,AV quarantine: virus keyword file infector attached to host program invoice.pdf.exe [ts=2026-01-14T10:51Z confidence=high]
train,virus,Win32/Expiro file infector virus spreading through shared folder on NURSE-STATION-2 [source=Windows Event Log sensor=ids]
train,virus,Generic.Virus sample sha256:92febafbb20233541780bdd563760c62d8409f7f1f069897bd97db2b512d6997 detected by endpoint scanner [ts=2026-04-12T01:00Z source=Remote Agent]
train,virus,Virus scan on WS-FINANCE-12: Win32/Expiro infected salary-review.doc.exe and the SHA-256 hash matched [source=Proxy ts=2026-02-17T20:21Z]
train,virus,Removable drive virus: file infector copied usb_autorun.inf onto LAPTOP-HR04 from USB [proto=SMB source=USB]
train,virus,Quarantine event: polymorphic virus Generic.Virus sha256:99dd3687b83ad67b0a919b66d3d3501fcc779b6e79d2076c77400f446c757eb9 on 198.51.100.22 [device=DESKTOP-988C9GL evt=428312]
train,virus,Laptop File Guard: virus.exe file infector Win32/Expiro on LAB-PC-17
train,virus,Second-PC USB virus: payroll-2026.xls.exe reported as Generic.Virus with SHA-256 hash [sensor=mail confidence=critical]
train,virus,Shared folder virus outbreak: Expiro file infector spreading from MAIL-GW-1
train,virus,"USB File Guard: virus keyword in benefits-form.pdf.js on WS-FINANCE-12, SHA-256 464c3060e63f49a4fe1ccf1ac34d066c7e69aa3e96b89a46488a9206b48a334a [confidence=high ts=2026-02-28T10:36Z]"
train,virus,Polymorphic virus Win32/Expiro attached itself to setup.exe then spread on 172.16.4.18 [proto=RDP sensor=proxy]
train,virus,Quarantine: Generic.Virus file infector found during a full scan of NURSE-STATION-2 [sensor=proxy confidence=critical]
train,virus,Live agent virus report: photo.jpg.scr on second laptop matched Expiro SHA-256 hash [sensor=usb device=LAB-PC-26]
train,virus,File infector virus Win32/Expiro detected sha256:da983ea9d4964c6ef81bd8e868e1e673cbd951d84226d28a57112e8758ea5582 [evt=952444 device=SRV-AD-01]
train,virus,Polymorphic virus family Generic.Virus with SHA-256 hash in quarantine report [confidence=high sensor=sysmon]
train,virus,USB stick on second laptop LAPTOP-HR04 (10.87.54.9) has virus in benefits-form.pdf.js on removable drive [ts=2026-04-17T18:26Z user=akash]
train,virus,AV quarantine: virus keyword file infector attached to host program setup.exe [ts=2026-03-13T21:32Z user=finance]
train,virus,Win32/Expiro file infector virus spreading through shared folder on WS-ACCOUNTS-04 [sensor=sysmon evt=347306]
train,virus,Generic.Virus sample sha256:149759c0a4cb3f59f27074882698ed79f03e5f77fb1bca8a7e2fa1a5e589c4b5 detected by endpoint scanner [evt=855553 source=EDR]
train,virus,Virus scan on VM-STUDENT-09: Win32/Expiro infected decrypt_instructions.html and the SHA-256 hash matched [source=Auth confidence=medium]
train,virus,Removable drive virus: file infector copied invoice.pdf.exe onto WS-EXAM-CELL from USB
train,virus,Quarantine event: polymorphic virus Generic.Virus sha256:dfccabe3488f7def168fd07389c1491e0857047280799170b8632f1bd9b8d7a7 on 10.87.54.200 [user=helpdesk proto=SMB]
train,virus,Laptop File Guard: virus.exe file infector Win32/Expiro on VM-STUDENT-09 [source=Network IDS sensor=mail]
train,virus,Second-PC USB virus: ticket.pdf.bat reported as Generic.Virus with SHA-256 hash [confidence=medium device=LAB-PC-57]
train,virus,Shared folder virus outbreak: Expiro file infector spreading from PC-LIBRARY-03 [sensor=edr ts=2026-01-16T03:12Z]
train,virus,"USB File Guard: virus keyword in photo.jpg.scr on LAB-PC-90, SHA-256 b233e889f838383fade11e45afc5d4fc6de822a258820e4b63472e2f3b5042ca"
train,virus,Polymorphic virus Win32/Expiro attached itself to salary-review.doc.exe then spread on 192.168.1.24 [confidence=medium sensor=sysmon]
train,virus,Quarantine: Generic.Virus file infector found during a full scan of VM-PROJECT-03
train,virus,Live agent virus report: update.msi on second laptop matched Expiro SHA-256 hash [device=NURSE-STATION-2 evt=779219]
train,virus,File infector virus Win32/Expiro detected sha256:47f81d70d2e3f9fea6c3ae1ce1f994fa49995e70e1df865fd71111e79435ad84 [ts=2026-01-26T09:42Z source=Network IDS]
train,virus,Polymorphic virus family Generic.Virus with SHA-256 hash in quarantine report [source=USB ts=2026-06-23T08:01Z]
train,virus,USB stick on second laptop MAIL-GW-1 (10.87.54.207) has virus in photo.jpg.scr on removable drive [confidence=high source=Endpoint]
train,virus,AV quarantine: virus keyword file infector attached to host program offer-letter.docx.exe [user=warden evt=348755]
train,virus,Win32/Expiro file infector virus spreading through shared folder on VM-SOC-LAB-11 [device=PC-RECEPTION-01 source=Endpoint]
train,virus,Generic.Virus sample sha256:5f36d197d37dad18cda18f365a7e1b37fe4bda725b17a7c8332a1e6851028998 detected by endpoint scanner [user=labtech proto=HTTPS]
train,virus,Virus scan on NURSE-STATION-2: Win32/Expiro infected ticket.pdf.bat and the SHA-256 hash matched [ts=2026-07-17T10:13Z confidence=critical]
train,virus,Removable drive virus: file infector copied resume.docx.exe onto WS-EXAM-CELL from USB
train,virus,Quarantine event: polymorphic virus Generic.Virus sha256:f87deb3f00ed089fdbe77507ae9e9381771f33076cf551d7520c85a4df5b3237 on 10.87.54.9 [sensor=agent device=VM-STUDENT-09]
train,virus,Laptop File Guard: virus.exe file infector Win32/Expiro on PC-LIBRARY-03
train,virus,Second-PC USB virus: resume.docx.exe reported as Generic.Virus with SHA-256 hash [sensor=ids user=hr]
train,virus,Shared folder virus outbreak: Expiro file infector spreading from LAPTOP-HOD-CSE [sensor=firewall proto=SMTP]
train,virus,"USB File Guard: virus keyword in resume.docx.exe on LAB-PC-07, SHA-256 196c794570adcf8c8da8fe136cf9e236e3aeb4aef56e892cf78946d8a956e8d0 [proto=SMTP user=helpdesk]"
train,virus,Polymorphic virus Win32/Expiro attached itself to photo.jpg.scr then spread on 10.87.54.9 [device=LAB-PC-14 evt=262703]
train,virus,Quarantine: Generic.Virus file infector found during a full scan of WS-EXAM-CELL
train,virus,Live agent virus report: kv_receipt.pdf.scr on second laptop matched Expiro SHA-256 hash [evt=281447 source=Auth]
train,virus,File infector virus Win32/Expiro detected sha256:0bf5241a956f34c5caa70654833daa82759726db20d30c546f138775998fc006 [ts=2026-01-24T23:26Z confidence=high]
train,virus,Polymorphic virus family Generic.Virus with SHA-256 hash in quarantine report [evt=727884 device=LAPTOP-FACULTY-2]
train,virus,USB stick on second laptop LAB-PC-07 (172.16.4.18) has virus in report.xlsm on removable drive [user=demo proto=TCP]
train,virus,AV quarantine: virus keyword file infector attached to host program winlogon.dll.bak [sensor=firewall ts=2026-08-13T05:11Z]
train,virus,Win32/Expiro file infector virus spreading through shared folder on LAB-PC-47 [evt=564328 user=admin]
train,virus,Generic.Virus sample sha256:d646703b1f0da3e929ffa4e3b9a5589de425014d719148080a46e60e5fead2a6 detected by endpoint scanner [ts=2026-07-23T20:42Z user=labtech]
train,virus,Virus scan on LAPTOP-HOD-CSE: Win32/Expiro infected benefits-form.pdf.js and the SHA-256 hash matched [proto=RDP device=LAB-PC-93]
train,virus,Removable drive virus: file infector copied decrypt_instructions.html onto LAB-PC-50 from USB [user=faculty proto=RDP]
train,virus,Quarantine event: polymorphic virus Generic.Virus sha256:ad21e81516edd9ecb14cf33721dfb0de8de199c4557d1b8f3b83ea4aa1095266 on 10.87.54.218
train,virus,Laptop File Guard: virus.exe file infector Win32/Expiro on DESKTOP-988C9GL
train,virus,Second-PC USB virus: readme_for_decrypt.txt reported as Generic.Virus with SHA-256 hash
train,virus,Shared folder virus outbreak: Expiro file infector spreading from LAB-PC-72 [ts=2026-04-13T23:35Z confidence=critical]
train,virus,"USB File Guard: virus keyword in report.xlsm on LAB-PC-54, SHA-256 a46d6731c0b36c5cfa7c468ce2b5daff362b17f015ec5cfac3659d9b65801f7f [evt=472536 device=PC-LAB-NET-14]"
train,virus,Polymorphic virus Win32/Expiro attached itself to virus.exe then spread on 10.87.54.200 [source=Laptop File Guard confidence=critical]
train,virus,Quarantine: Generic.Virus file infector found during a full scan of WS-ACCOUNTS-04 [device=LAB-PC-79 ts=2026-04-21T05:29Z]
train,virus,Live agent virus report: invoice.pdf.exe on second laptop matched Expiro SHA-256 hash [source=DNS evt=216044]
train,virus,File infector virus Win32/Expiro detected sha256:aca1671f1107ab3a89ef53bfcb5b280a510f6036be68d165c86bfcb0a1308f06 [source=Laptop File Guard sensor=edr]
train,virus,Polymorphic virus family Generic.Virus with SHA-256 hash in quarantine report [source=USB user=principal]
train,virus,USB stick on second laptop WS-ACCOUNTS-04 (192.168.1.24) has virus in winlogon.dll.bak on removable drive [user=faculty proto=SMB]
train,virus,AV quarantine: virus keyword file infector attached to host program readme_for_decrypt.txt
train,virus,Win32/Expiro file infector virus spreading through shared folder on LAPTOP-FACULTY-2 [sensor=sysmon user=hr]
train,virus,Generic.Virus sample sha256:22aee2268267d64205961581b31104940707fe0fe17d9f7c3bd635200dc94c6a detected by endpoint scanner [confidence=critical device=DESKTOP-988C9GL]
train,virus,Virus scan on WS-ACCOUNTS-04: Win32/Expiro infected winlogon.dll.bak and the SHA-256 hash matched [sensor=dns ts=2026-03-19T01:24Z]
train,virus,Removable drive virus: file infector copied readme_for_decrypt.txt onto MAIL-GW-1 from USB [ts=2026-05-27T09:43Z source=Remote Agent]
train,virus,Quarantine event: polymorphic virus Generic.Virus sha256:18640a2c08071b8b13059ee8c4d1c02c2d57e4c275caa0cf87f78ba06124d602 on 203.0.113.77 [source=DNS ts=2026-07-14T21:11Z]
train,virus,Laptop File Guard: virus.exe file infector Win32/Expiro on VM-STUDENT-09 [evt=221274 ts=2026-03-20T03:25Z]
train,virus,Second-PC USB virus: resume.docx.exe reported as Generic.Virus with SHA-256 hash [evt=654617 user=cashier]
train,virus,Shared folder virus outbreak: Expiro file infector spreading from WS-EXAM-CELL
train,virus,"USB File Guard: virus keyword in report.xlsm on PC-RECEPTION-01, SHA-256 bdf6b1aa598f2cf395f3dae69ade79cde2066415edd4b3e4f6b657ce63c2dfae [user=demo ts=2026-07-20T21:13Z]"
train,virus,Polymorphic virus Win32/Expiro attached itself to setup.exe then spread on 10.87.54.9 [user=warden evt=369434]
train,virus,Quarantine: Generic.Virus file infector found during a full scan of LAB-PC-78 [source=Firewall user=helpdesk]
train,virus,Live agent virus report: payroll-2026.xls.exe on second laptop matched Expiro SHA-256 hash
train,virus,File infector virus Win32/Expiro detected sha256:717f563a30c5e1f0dc6cb86642a9c927ba55952c418458263910e53e2461942b [user=student confidence=critical]
train,virus,Polymorphic virus family Generic.Virus with SHA-256 hash in quarantine report
train,virus,USB stick on second laptop DESKTOP-988C9GL (192.168.0.55) has virus in payroll-2026.xls.exe on removable drive [sensor=ids ts=2026-03-28T15:19Z]
train,virus,AV quarantine: virus keyword file infector attached to host program resume.docx.exe [user=warden source=DNS]
test,virus,EDR alert: Expiro virus infected exam-results.xlsm and dropped a matching SHA-256 hash [ts=2026-04-28T15:36Z sensor=firewall]
test,virus,Second laptop DESKTOP-SBJAOKO reported live virus. File infector Win32/Expiro in offer-letter.docx.exe [user=warden ts=2026-03-26T02:24Z]
test,virus,EDR alert: Expiro virus infected exam-results.xlsm and dropped a matching SHA-256 hash
test,virus,Second laptop WS-FINANCE-12 reported live virus. File infector Win32/Expiro in kv_receipt.pdf.scr
test,virus,EDR alert: Expiro virus infected payroll-2026.xls.exe and dropped a matching SHA-256 hash [confidence=medium evt=972520]
test,virus,Second laptop LAPTOP-HR04 reported live virus. File infector Win32/Expiro in kv_receipt.pdf.scr
test,virus,EDR alert: Expiro virus infected update.msi and dropped a matching SHA-256 hash [evt=381575 user=hr]
test,virus,Second laptop LAB-PC-44 reported live virus. File infector Win32/Expiro in salary-review.doc.exe [source=Sysmon ts=2026-01-28T23:47Z]
test,virus,EDR alert: Expiro virus infected update.msi and dropped a matching SHA-256 hash [confidence=critical evt=204036]
test,virus,Second laptop DESKTOP-SBJAOKO reported live virus. File infector Win32/Expiro in salary-review.doc.exe [user=finance confidence=high]
train,worm,Worm WannaCry self-replicating across SMB shares on the LAN [confidence=high sensor=usb]
train,worm,Conficker worm lateral spread worm activity observed on VM-STUDENT-09 [proto=UDP sensor=dns]
train,worm,Self-replicating worm scanning port 445 from 10.87.54.31 without user action [confidence=medium ts=2026-03-23T20:40Z]
train,worm,WannaCry worm family spreading laterally through exposed SMB
train,worm,Remote agent on HOSTEL-PC-18 (10.87.54.144) found worm artifact fee-receipt.pdf.js [proto=SMB confidence=critical]
train,worm,Worm Conficker copied itself to ADMIN$ on neighbor 10.87.54.218 without a click [ts=2026-05-26T13:17Z proto=RDP]
train,worm,SMB worm WannaCry self-replicating from LAB-PC-07 across the LAN [evt=675189 device=PC-LIBRARY-03]
train,worm,Unattended worm activity: Conficker lateral spread scanning port 445 [evt=668094 ts=2026-08-11T12:00Z]
train,worm,Laptop malware sweep found a WannaCry worm artifact virus.exe on LAB-PC-12 [evt=248396 device=LAB-PC-87]
train,worm,IDS: self-replicating worm family spreading through exposed SMB from 10.87.54.107
train,worm,WannaCry worm scanned port 445 then copied photo.jpg.scr across SMB from PC-LAB-NET-14 [device=WS-EXAM-CELL evt=531579]
train,worm,Conficker worm activity: self-replicating lateral spread with no user action [sensor=ids device=VM-SOC-LAB-11]
train,worm,Remote agent: worm artifact invoice.pdf.exe matching WannaCry on LAB-PC-41 (192.168.0.55) [sensor=edr user=principal]
train,worm,LAN worm: Conficker copied itself to a neighbor share without a click [confidence=medium ts=2026-05-25T04:16Z]
train,worm,Worm WannaCry self-replicating across SMB shares on the LAN [source=Proxy user=warden]
train,worm,Conficker worm lateral spread worm activity observed on MAIL-GW-1 [evt=861327 confidence=medium]
train,worm,Self-replicating worm scanning port 445 from 198.51.100.22 without user action [evt=184208 device=WS-FINANCE-12]
train,worm,WannaCry worm family spreading laterally through exposed SMB [evt=268818 proto=RDP]
train,worm,Remote agent on LAB-PC-61 (10.87.54.158) found worm artifact invoice.pdf.exe [user=warden sensor=usb]
train,worm,Worm Conficker copied itself to ADMIN$ on neighbor 10.87.54.194 without a click
train,worm,SMB worm WannaCry self-replicating from WS-FINANCE-12 across the LAN [confidence=high sensor=proxy]
train,worm,Unattended worm activity: Conficker lateral spread scanning port 445
train,worm,Laptop malware sweep found a WannaCry worm artifact fee-receipt.pdf.js on VM-PROJECT-03 [source=DNS evt=503126]
train,worm,IDS: self-replicating worm family spreading through exposed SMB from 10.87.54.160
train,worm,WannaCry worm scanned port 445 then copied resume.docx.exe across SMB from WS-FINANCE-12
train,worm,Conficker worm activity: self-replicating lateral spread with no user action [evt=906048 user=demo]
train,worm,Remote agent: worm artifact exam-results.xlsm matching WannaCry on LAPTOP-FACULTY-2 (172.20.10.5)
train,worm,LAN worm: Conficker copied itself to a neighbor share without a click [confidence=medium source=Auth]
train,worm,Worm WannaCry self-replicating across SMB shares on the LAN [confidence=critical source=Proxy]
train,worm,Conficker worm lateral spread worm activity observed on DESKTOP-SBJAOKO [source=Firewall ts=2026-07-25T13:44Z]
train,worm,Self-replicating worm scanning port 445 from 10.87.54.9 without user action [ts=2026-03-25T06:36Z source=Email]
train,worm,WannaCry worm family spreading laterally through exposed SMB [evt=986128 source=Auth]
train,worm,Remote agent on MAIL-GW-1 (10.0.0.8) found worm artifact readme_for_decrypt.txt
train,worm,Worm Conficker copied itself to ADMIN$ on neighbor 10.87.54.97 without a click
train,worm,SMB worm WannaCry self-replicating from DESKTOP-988C9GL across the LAN
train,worm,Unattended worm activity: Conficker lateral spread scanning port 445 [sensor=siem confidence=critical]
train,worm,Laptop malware sweep found a WannaCry worm artifact resume.docx.exe on VM-SOC-LAB-11 [source=SIEM ts=2026-03-24T05:35Z]
train,worm,IDS: self-replicating worm family spreading through exposed SMB from 10.87.54.200 [proto=TCP device=LAB-PC-23]
train,worm,WannaCry worm scanned port 445 then copied benefits-form.pdf.js across SMB from KIOSK-FRONT-2 [sensor=ids user=hr]
train,worm,Conficker worm activity: self-replicating lateral spread with no user action
train,worm,Remote agent: worm artifact winlogon.dll.bak matching WannaCry on LAB-PC-52 (10.87.54.9)
train,worm,LAN worm: Conficker copied itself to a neighbor share without a click [user=warden confidence=high]
